x,y,z
-8.974358974358974450e+00,-4.358974358974359475e+00,3.358258371034797407e-02
-8.974358974358974450e+00,-3.846153846153846700e+00,2.909630472689139075e-02
-8.974358974358974450e+00,-3.333333333333333925e+00,1.996042057665879665e-02
-8.974358974358974450e+00,-2.820512820512821150e+00,1.205595918915702489e-02
-8.974358974358974450e+00,-2.307692307692308376e+00,8.309691216169309141e-03
-8.974358974358974450e+00,-1.794871794871795601e+00,8.912265282670882305e-03
-8.974358974358974450e+00,-1.282051282051282826e+00,1.229021161111232274e-02
-8.974358974358974450e+00,-7.692307692307700506e-01,1.622220436472575356e-02
-8.974358974358974450e+00,-2.564102564102572757e-01,1.874692079751193174e-02
-8.974358974358974450e+00,2.564102564102554993e-01,1.874692079751194562e-02
-8.974358974358974450e+00,7.692307692307682743e-01,1.622220436472578131e-02
-8.974358974358974450e+00,1.282051282051281049e+00,1.229021161111237825e-02
-8.974358974358974450e+00,1.794871794871793824e+00,8.912265282670944755e-03
-8.974358974358974450e+00,2.307692307692306599e+00,8.309691216169392408e-03
-8.974358974358974450e+00,2.820512820512819374e+00,1.205595918915710815e-02
-8.974358974358974450e+00,3.333333333333332149e+00,1.996042057665854685e-02
-8.974358974358974450e+00,3.846153846153844924e+00,2.909630472689119646e-02
-8.974358974358974450e+00,4.358974358974357699e+00,3.358258371034787693e-02
-8.974358974358974450e+00,4.871794871794870474e+00,2.580572938174419129e-02
-8.974358974358974450e+00,5.384615384615383249e+00,-5.887513309668634953e-04
-8.974358974358974450e+00,5.897435897435896024e+00,-4.651619365823445040e-02
-8.974358974358974450e+00,6.410256410256408799e+00,-1.038828179646205246e-01
-8.974358974358974450e+00,6.923076923076919797e+00,-1.552211350156442182e-01
-8.974358974358974450e+00,7.435897435897434349e+00,-1.785553190720443051e-01
-8.974358974358974450e+00,7.948717948717948900e+00,-1.571032530556870921e-01
-8.974358974358974450e+00,8.461538461538459899e+00,-8.990427274412154945e-02
-8.974358974358974450e+00,8.974358974358970897e+00,3.029365030647619000e-03
-8.974358974358974450e+00,9.487179487179485449e+00,8.641704378388349872e-02
-8.974358974358974450e+00,1.000000000000000000e+01,1.262179718534907347e-01
-8.461538461538461675e+00,-1.000000000000000000e+01,1.126819577234790953e-01
-8.461538461538461675e+00,-9.487179487179487225e+00,3.155032296595149111e-02
-8.461538461538461675e+00,-8.974358974358974450e+00,-6.454329167291728009e-02
-8.461538461538461675e+00,-8.461538461538461675e+00,-1.342524106332812772e-01
-8.461538461538461675e+00,-7.948717948717948900e+00,-1.538041428837197411e-01
-8.461538461538461675e+00,-7.435897435897436125e+00,-1.255463141108555392e-01
-8.461538461538461675e+00,-6.923076923076923350e+00,-7.160983994725528268e-02
-8.461538461538461675e+00,-6.410256410256410575e+00,-1.954407787697945431e-02
-8.461538461538461675e+00,-5.897435897435897800e+00,1.087304192676705195e-02
-8.461538461538461675e+00,-5.384615384615385025e+00,1.371565244784432591e-02
-8.461538461538461675e+00,-4.871794871794872250e+00,-4.728646041878364903e-03
-8.461538461538461675e+00,-4.358974358974359475e+00,-3.207682215190055947e-02
-8.461538461538461675e+00,-3.846153846153846700e+00,-5.631159942803297402e-02
-8.461538461538461675e+00,-3.333333333333333925e+00,-6.984934952385876694e-02
-8.461538461538461675e+00,-2.820512820512821150e+00,-7.057311655844027143e-02
-8.461538461538461675e+00,-2.307692307692308376e+00,-6.068636725092679124e-02
-8.461538461538461675e+00,-1.794871794871795601e+00,-4.471050081217625011e-02
-8.461538461538461675e+00,-1.282051282051282826e+00,-2.765095035734474460e-02
-8.461538461538461675e+00,-7.692307692307700506e-01,-1.379100462432475416e-02
-8.461538461538461675e+00,-2.564102564102572757e-01,-6.111345120714289925e-03
-8.461538461538461675e+00,2.564102564102554993e-01,-6.111345120714289925e-03
-8.461538461538461675e+00,7.692307692307682743e-01,-1.379100462432472640e-02
-8.461538461538461675e+00,1.282051282051281049e+00,-2.765095035734470297e-02
-8.461538461538461675e+00,1.794871794871793824e+00,-4.471050081217618766e-02
-8.461538461538461675e+00,2.307692307692306599e+00,-6.068636725092671491e-02
-8.461538461538461675e+00,2.820512820512819374e+00,-7.057311655844038245e-02
-8.461538461538461675e+00,3.333333333333332149e+00,-6.984934952385896123e-02
-8.461538461538461675e+00,3.846153846153844924e+00,-5.631159942803289770e-02
-8.461538461538461675e+00,4.358974358974357699e+00,-3.207682215190084396e-02
-8.461538461538461675e+00,4.871794871794870474e+00,-4.728646041878323270e-03
-8.461538461538461675e+00,5.384615384615383249e+00,1.371565244784435367e-02
-8.461538461538461675e+00,5.897435897435896024e+00,1.087304192676713521e-02
-8.461538461538461675e+00,6.410256410256408799e+00,-1.954407787697921839e-02
-8.461538461538461675e+00,6.923076923076919797e+00,-7.160983994725463042e-02
-8.461538461538461675e+00,7.435897435897434349e+00,-1.255463141108555947e-01
-8.461538461538461675e+00,7.948717948717948900e+00,-1.538041428837197411e-01
-8.461538461538461675e+00,8.461538461538459899e+00,-1.342524106332813605e-01
-8.461538461538461675e+00,8.974358974358970897e+00,-6.454329167291775193e-02
-8.461538461538461675e+00,9.487179487179485449e+00,3.155032296595106783e-02
-8.461538461538461675e+00,1.000000000000000000e+01,1.126819577234790953e-01
-7.948717948717948900e+00,-1.000000000000000000e+01,6.137830097696327092e-02
-7.948717948717948900e+00,-9.487179487179487225e+00,-3.467806594986837243e-02
-7.948717948717948900e+00,-8.974358974358974450e+00,-1.080395641660014672e-01
-7.948717948717948900e+00,-8.461538461538461675e+00,-1.284431618125158603e-01
-7.948717948717948900e+00,-7.948717948717948900e+00,-9.694606932113622455e-02
-7.948717948717948900e+00,-7.435897435897436125e+00,-4.001689779569998079e-02
-7.948717948717948900e+00,-6.923076923076923350e+00,8.681972236341761739e-03
-7.948717948717948900e+00,-6.410256410256410575e+00,2.616940263129005628e-02
-7.948717948717948900e+00,-5.897435897435897800e+00,8.475981753091429982e-03
-7.948717948717948900e+00,-5.384615384615385025e+00,-3.214773132066913591e-02
-7.948717948717948900e+00,-4.871794871794872250e+00,-7.654483359922646668e-02
-7.948717948717948900e+00,-4.358974358974359475e+00,-1.081351701344925864e-01
-7.948717948717948900e+00,-3.846153846153846700e+00,-1.183204350876128907e-01
-7.948717948717948900e+00,-3.333333333333333925e+00,-1.070013725392557347e-01
-7.948717948717948900e+00,-2.820512820512821150e+00,-7.987996733274949079e-02
-7.948717948717948900e+00,-2.307692307692308376e+00,-4.489674665003520748e-02
-7.948717948717948900e+00,-1.794871794871795601e+00,-9.478601608566512848e-03
-7.948717948717948900e+00,-1.282051282051282826e+00,2.081921223070831717e-02
-7.948717948717948900e+00,-7.692307692307700506e-01,4.250542377818698758e-02
-7.948717948717948900e+00,-2.564102564102572757e-01,5.372683290367191722e-02
-7.948717948717948900e+00,2.564102564102554993e-01,5.372683290367208375e-02
-7.948717948717948900e+00,7.692307692307682743e-01,4.250542377818700146e-02
-7.948717948717948900e+00,1.282051282051281049e+00,2.081921223070835880e-02
-7.948717948717948900e+00,1.794871794871793824e+00,-9.478601608566464276e-03
-7.948717948717948900e+00,2.307692307692306599e+00,-4.489674665003515197e-02
-7.948717948717948900e+00,2.820512820512819374e+00,-7.987996733274929650e-02
-7.948717948717948900e+00,3.333333333333332149e+00,-1.070013725392556514e-01
-7.948717948717948900e+00,3.846153846153844924e+00,-1.183204350876128352e-01
-7.948717948717948900e+00,4.358974358974357699e+00,-1.081351701344925309e-01
-7.948717948717948900e+00,4.871794871794870474e+00,-7.654483359922642505e-02
-7.948717948717948900e+00,5.384615384615383249e+00,-3.214773132066944122e-02
-7.948717948717948900e+00,5.897435897435896024e+00,8.475981753091443860e-03
-7.948717948717948900e+00,6.410256410256408799e+00,2.616940263129004240e-02
-7.948717948717948900e+00,6.923076923076919797e+00,8.681972236341928273e-03
-7.948717948717948900e+00,7.435897435897434349e+00,-4.001689779569966854e-02
-7.948717948717948900e+00,7.948717948717948900e+00,-9.694606932113622455e-02
-7.948717948717948900e+00,8.461538461538459899e+00,-1.284431618125157770e-01
-7.948717948717948900e+00,8.974358974358970897e+00,-1.080395641660017447e-01
-7.948717948717948900e+00,9.487179487179485449e+00,-3.467806594986876795e-02
-7.948717948717948900e+00,1.000000000000000000e+01,6.137830097696327092e-02
-7.435897435897436125e+00,-1.000000000000000000e+01,-5.333711864153633728e-03
-7.435897435897436125e+00,-9.487179487179487225e+00,-8.375691612870890534e-02
-7.435897435897436125e+00,-8.974358974358974450e+00,-1.089970396972409911e-01
-7.435897435897436125e+00,-8.461538461538461675e+00,-7.648262522116992812e-02
-7.435897435897436125e+00,-7.948717948717948900e+00,-1.465591672449610000e-02
-7.435897435897436125e+00,-7.435897435897436125e+00,3.618295958660586176e-02
-7.435897435897436125e+00,-6.923076923076923350e+00,4.776127805122514641e-02
-7.435897435897436125e+00,-6.410256410256410575e+00,1.633134841355628891e-02
-7.435897435897436125e+00,-5.897435897435897800e+00,-4.035158831709028532e-02
-7.435897435897436125e+00,-5.384615384615385025e+00,-9.597513005511844331e-02
-7.435897435897436125e+00,-4.871794871794872250e+00,-1.292076670939196481e-01
-7.435897435897436125e+00,-4.358974358974359475e+00,-1.310809725026463590e-01
-7.435897435897436125e+00,-3.846153846153846700e+00,-1.048128718030724993e-01
-7.435897435897436125e+00,-3.333333333333333925e+00,-6.083013230261954951e-02
-7.435897435897436125e+00,-2.820512820512821150e+00,-1.093411412784572705e-02
-7.435897435897436125e+00,-2.307692307692308376e+00,3.567254426858480765e-02
-7.435897435897436125e+00,-1.794871794871795601e+00,7.375977294655935990e-02
-7.435897435897436125e+00,-1.282051282051282826e+00,1.015167875073058334e-01
-7.435897435897436125e+00,-7.692307692307700506e-01,1.191759909155103714e-01
-7.435897435897436125e+00,-2.564102564102572757e-01,1.276626030882154206e-01
-7.435897435897436125e+00,2.564102564102554993e-01,1.276626030882154206e-01
-7.435897435897436125e+00,7.692307692307682743e-01,1.191759909155103991e-01
-7.435897435897436125e+00,1.282051282051281049e+00,1.015167875073058612e-01
-7.435897435897436125e+00,1.794871794871793824e+00,7.375977294655938765e-02
-7.435897435897436125e+00,2.307692307692306599e+00,3.567254426858502969e-02
-7.435897435897436125e+00,2.820512820512819374e+00,-1.093411412784568021e-02
-7.435897435897436125e+00,3.333333333333332149e+00,-6.083013230261950094e-02
-7.435897435897436125e+00,3.846153846153844924e+00,-1.048128718030724577e-01
-7.435897435897436125e+00,4.358974358974357699e+00,-1.310809725026463035e-01
-7.435897435897436125e+00,4.871794871794870474e+00,-1.292076670939197869e-01
-7.435897435897436125e+00,5.384615384615383249e+00,-9.597513005511873474e-02
-7.435897435897436125e+00,5.897435897435896024e+00,-4.035158831709063226e-02
-7.435897435897436125e+00,6.410256410256408799e+00,1.633134841355601830e-02
-7.435897435897436125e+00,6.923076923076919797e+00,4.776127805122509090e-02
-7.435897435897436125e+00,7.435897435897434349e+00,3.618295958660603523e-02
-7.435897435897436125e+00,7.948717948717948900e+00,-1.465591672449610000e-02
-7.435897435897436125e+00,8.461538461538459899e+00,-7.648262522116996975e-02
-7.435897435897436125e+00,8.974358974358970897e+00,-1.089970396972408245e-01
-7.435897435897436125e+00,9.487179487179485449e+00,-8.375691612870894698e-02
-7.435897435897436125e+00,1.000000000000000000e+01,-5.333711864153633728e-03
-6.923076923076923350e+00,-1.000000000000000000e+01,-6.333647936855127392e-02
-6.923076923076923350e+00,-9.487179487179487225e+00,-9.875433624095140972e-02
-6.923076923076923350e+00,-8.974358974358974450e+00,-6.971645806154046221e-02
-6.923076923076923350e+00,-8.461538461538461675e+00,-2.051560572451954778e-03
-6.923076923076923350e+00,-7.948717948717948900e+00,5.774566112602737278e-02
-6.923076923076923350e+00,-7.435897435897436125e+00,7.312225912242902026e-02
-6.923076923076923350e+00,-6.923076923076923350e+00,3.697022131405555689e-02
-6.923076923076923350e+00,-6.410256410256410575e+00,-2.933153351546929563e-02
-6.923076923076923350e+00,-5.897435897435897800e+00,-9.223420520586445015e-02
-6.923076923076923350e+00,-5.384615384615385025e+00,-1.249071971792349439e-01
-6.923076923076923350e+00,-4.871794871794872250e+00,-1.179482394295527092e-01
-6.923076923076923350e+00,-4.358974358974359475e+00,-7.883192664379047587e-02
-6.923076923076923350e+00,-3.846153846153846700e+00,-2.396093947594765683e-02
-6.923076923076923350e+00,-3.333333333333333925e+00,3.038061217282282331e-02
-6.923076923076923350e+00,-2.820512820512821150e+00,7.368773845577525350e-02
-6.923076923076923350e+00,-2.307692307692308376e+00,1.024326349905982370e-01
-6.923076923076923350e+00,-1.794871794871795601e+00,1.182265072177602350e-01
-6.923076923076923350e+00,-1.282051282051282826e+00,1.250533324918327582e-01
-6.923076923076923350e+00,-7.692307692307700506e-01,1.270434285186945456e-01
-6.923076923076923350e+00,-2.564102564102572757e-01,1.272568243509339669e-01
-6.923076923076923350e+00,2.564102564102554993e-01,1.272568243509339114e-01
-6.923076923076923350e+00,7.692307692307682743e-01,1.270434285186945178e-01
-6.923076923076923350e+00,1.282051282051281049e+00,1.250533324918327860e-01
-6.923076923076923350e+00,1.794871794871793824e+00,1.182265072177602766e-01
-6.923076923076923350e+00,2.307692307692306599e+00,1.024326349905983341e-01
-6.923076923076923350e+00,2.820512820512819374e+00,7.368773845577528125e-02
-6.923076923076923350e+00,3.333333333333332149e+00,3.038061217282301760e-02
-6.923076923076923350e+00,3.846153846153844924e+00,-2.396093947594745560e-02
-6.923076923076923350e+00,4.358974358974357699e+00,-7.883192664379015668e-02
-6.923076923076923350e+00,4.871794871794870474e+00,-1.179482394295525705e-01
-6.923076923076923350e+00,5.384615384615383249e+00,-1.249071971792350133e-01
-6.923076923076923350e+00,5.897435897435896024e+00,-9.223420520586472771e-02
-6.923076923076923350e+00,6.410256410256408799e+00,-2.933153351546965645e-02
-6.923076923076923350e+00,6.923076923076919797e+00,3.697022131405527934e-02
-6.923076923076923350e+00,7.435897435897434349e+00,7.312225912242900638e-02
-6.923076923076923350e+00,7.948717948717948900e+00,5.774566112602737278e-02
-6.923076923076923350e+00,8.461538461538459899e+00,-2.051560572451628650e-03
-6.923076923076923350e+00,8.974358974358970897e+00,-6.971645806153996261e-02
-6.923076923076923350e+00,9.487179487179485449e+00,-9.875433624095143748e-02
-6.923076923076923350e+00,1.000000000000000000e+01,-6.333647936855127392e-02
-6.410256410256410575e+00,-1.000000000000000000e+01,-9.631466314439113274e-02
-6.410256410256410575e+00,-9.487179487179487225e+00,-7.865739057002610335e-02
-6.410256410256410575e+00,-8.974358974358974450e+00,-8.022620155485923887e-03
-6.410256410256410575e+00,-8.461538461538461675e+00,6.596059907712450987e-02
-6.410256410256410575e+00,-7.948717948717948900e+00,9.572768200609337030e-02
-6.410256410256410575e+00,-7.435897435897436125e+00,6.539503730324190689e-02
-6.410256410256410575e+00,-6.923076923076923350e+00,-3.970552444265421782e-03
-6.410256410256410575e+00,-6.410256410256410575e+00,-7.217058477276555584e-02
-6.410256410256410575e+00,-5.897435897435897800e+00,-1.052243568517811922e-01
-6.410256410256410575e+00,-5.384615384615385025e+00,-9.172835444716140318e-02
-6.410256410256410575e+00,-4.871794871794872250e+00,-4.330694852259481947e-02
-6.410256410256410575e+00,-4.358974358974359475e+00,1.664315639685419110e-02
-6.410256410256410575e+00,-3.846153846153846700e+00,6.646942517193508981e-02
-6.410256410256410575e+00,-3.333333333333333925e+00,9.453079141664287588e-02
-6.410256410256410575e+00,-2.820512820512821150e+00,1.001646357565765394e-01
-6.410256410256410575e+00,-2.307692307692308376e+00,8.978772586360173058e-02
-6.410256410256410575e+00,-1.794871794871795601e+00,7.192003093917347101e-02
-6.410256410256410575e+00,-1.282051282051282826e+00,5.373527285982773738e-02
-6.410256410256410575e+00,-7.692307692307700506e-01,3.981046409704391831e-02
-6.410256410256410575e+00,-2.564102564102572757e-01,3.242965997638101727e-02
-6.410256410256410575e+00,2.564102564102554993e-01,3.242965997638101727e-02
-6.410256410256410575e+00,7.692307692307682743e-01,3.981046409704392525e-02
-6.410256410256410575e+00,1.282051282051281049e+00,5.373527285982759166e-02
-6.410256410256410575e+00,1.794871794871793824e+00,7.192003093917347101e-02
-6.410256410256410575e+00,2.307692307692306599e+00,8.978772586360164731e-02
-6.410256410256410575e+00,2.820512820512819374e+00,1.001646357565765255e-01
-6.410256410256410575e+00,3.333333333333332149e+00,9.453079141664291751e-02
-6.410256410256410575e+00,3.846153846153844924e+00,6.646942517193521471e-02
-6.410256410256410575e+00,4.358974358974357699e+00,1.664315639685437151e-02
-6.410256410256410575e+00,4.871794871794870474e+00,-4.330694852259481253e-02
-6.410256410256410575e+00,5.384615384615383249e+00,-9.172835444716140318e-02
-6.410256410256410575e+00,5.897435897435896024e+00,-1.052243568517812478e-01
-6.410256410256410575e+00,6.410256410256408799e+00,-7.217058477276581951e-02
-6.410256410256410575e+00,6.923076923076919797e+00,-3.970552444266136488e-03
-6.410256410256410575e+00,7.435897435897434349e+00,6.539503730324189301e-02
-6.410256410256410575e+00,7.948717948717948900e+00,9.572768200609337030e-02
-6.410256410256410575e+00,8.461538461538459899e+00,6.596059907712475967e-02
-6.410256410256410575e+00,8.974358974358970897e+00,-8.022620155485224794e-03
-6.410256410256410575e+00,9.487179487179485449e+00,-7.865739057002610335e-02
-6.410256410256410575e+00,1.000000000000000000e+01,-9.631466314439113274e-02
-5.897435897435897800e+00,-1.000000000000000000e+01,-9.961197290536982774e-02
-5.897435897435897800e+00,-9.487179487179487225e+00,-3.492637995777724685e-02
-5.897435897435897800e+00,-8.974358974358974450e+00,5.343153396957348034e-02
-5.897435897435897800e+00,-8.461538461538461675e+00,1.067332397359019858e-01
-5.897435897435897800e+00,-7.948717948717948900e+00,9.398065870719539416e-02
-5.897435897435897800e+00,-7.435897435897436125e+00,2.920669105771304258e-02
-5.897435897435897800e+00,-6.923076923076923350e+00,-4.317051631617883911e-02
-5.897435897435897800e+00,-6.410256410256410575e+00,-7.986337578057731146e-02
-5.897435897435897800e+00,-5.897435897435897800e+00,-6.381720644811036958e-02
-5.897435897435897800e+00,-5.384615384615385025e+00,-8.803560431705669681e-03
-5.897435897435897800e+00,-4.871794871794872250e+00,5.436441782921608290e-02
-5.897435897435897800e+00,-4.358974358974359475e+00,9.724807570025167935e-02
-5.897435897435897800e+00,-3.846153846153846700e+00,1.064592353749196779e-01
-5.897435897435897800e+00,-3.333333333333333925e+00,8.500626340176804796e-02
-5.897435897435897800e+00,-2.820512820512821150e+00,4.558238767764156985e-02
-5.897435897435897800e+00,-2.307692307692308376e+00,2.157249835753309412e-03
-5.897435897435897800e+00,-1.794871794871795601e+00,-3.546431079619975779e-02
-5.897435897435897800e+00,-1.282051282051282826e+00,-6.295486451024746855e-02
-5.897435897435897800e+00,-7.692307692307700506e-01,-7.999069481873913312e-02
-5.897435897435897800e+00,-2.564102564102572757e-01,-8.792872574396801144e-02
-5.897435897435897800e+00,2.564102564102554993e-01,-8.792872574396812246e-02
-5.897435897435897800e+00,7.692307692307682743e-01,-7.999069481873927190e-02
-5.897435897435897800e+00,1.282051282051281049e+00,-6.295486451024763508e-02
-5.897435897435897800e+00,1.794871794871793824e+00,-3.546431079619977167e-02
-5.897435897435897800e+00,2.307692307692306599e+00,2.157249835753116858e-03
-5.897435897435897800e+00,2.820512820512819374e+00,4.558238767764139637e-02
-5.897435897435897800e+00,3.333333333333332149e+00,8.500626340176792306e-02
-5.897435897435897800e+00,3.846153846153844924e+00,1.064592353749196640e-01
-5.897435897435897800e+00,4.358974358974357699e+00,9.724807570025176262e-02
-5.897435897435897800e+00,4.871794871794870474e+00,5.436441782921624249e-02
-5.897435897435897800e+00,5.384615384615383249e+00,-8.803560431705503148e-03
-5.897435897435897800e+00,5.897435897435896024e+00,-6.381720644811017529e-02
-5.897435897435897800e+00,6.410256410256408799e+00,-7.986337578057736697e-02
-5.897435897435897800e+00,6.923076923076919797e+00,-4.317051631617939422e-02
-5.897435897435897800e+00,7.435897435897434349e+00,2.920669105771269564e-02
-5.897435897435897800e+00,7.948717948717948900e+00,9.398065870719539416e-02
-5.897435897435897800e+00,8.461538461538459899e+00,1.067332397359020690e-01
-5.897435897435897800e+00,8.974358974358970897e+00,5.343153396957412565e-02
-5.897435897435897800e+00,9.487179487179485449e+00,-3.492637995777689991e-02
-5.897435897435897800e+00,1.000000000000000000e+01,-9.961197290536982774e-02
-5.384615384615385025e+00,-1.000000000000000000e+01,-7.855601158903924297e-02
-5.384615384615385025e+00,-9.487179487179487225e+00,1.592434974058782454e-02
-5.384615384615385025e+00,-8.974358974358974450e+00,9.691124460768021920e-02
-5.384615384615385025e+00,-8.461538461538461675e+00,1.136633800756525620e-01
-5.384615384615385025e+00,-7.948717948717948900e+00,6.371246648846579097e-02
-5.384615384615385025e+00,-7.435897435897436125e+00,-1.047045310101447219e-02
-5.384615384615385025e+00,-6.923076923076923350e+00,-5.534891780443162296e-02
